oui,manufacturer
8C:BA:25,"Union Man Technology Co.,Ltd"
54:72:5E,"Union Man Technology Co.,Ltd"
F8:14:FE,"Union Man Technology Co.,Ltd"
CC:62:FE,"Union Man Technology Co.,Ltd"
40:41:01,Rockwell Automation
68:C8:EB,Rockwell Automation
7C:BF:AE,Renesas Electronics (Penang) Sdn. Bhd.
80:AF:CA,"Shenzhen Cudy Technology Co., Ltd."
1C:6E:74,EnOcean Edge Inc.
C0:95:73,AIxLink
04:47:2A,Palo Alto Networks
C0:2C:17,"Cisco Systems, Inc"
98:49:25,Juniper Networks
44:19:B6,"Hangzhou Hikvision Digital Technology Co.,Ltd."
7C:89:31,"Huawei Device Co., Ltd."
BC:5E:33,"Hangzhou Hikvision Digital Technology Co.,Ltd."
FC:9F:FD,"Hangzhou Hikvision Digital Technology Co.,Ltd."
E8:A0:ED,"Hangzhou Hikvision Digital Technology Co.,Ltd."
5C:34:5B,"Hangzhou Hikvision Digital Technology Co.,Ltd."
7C:ED:C6,Amazon Technologies Inc.
48:25:F3,"Huawei Device Co., Ltd."
C0:48:84,Sigma Bilisim Sist. Tekn. Elk. Enj. ve San. D??. Tic. Ltd. ?ti.
4C:BD:8F,"Hangzhou Hikvision Digital Technology Co.,Ltd."
F4:12:DA,zte corporation
54:02:95,"Huawei Technologies Co.,Ltd"
C8:78:7D,D-Link Corporation
D0:93:95,IEEE Registration Authority
F4:E2:C6,Ubiquiti Inc
D8:B3:70,Ubiquiti Inc
B0:A7:32,Espressif Inc.
B0:B2:1C,Espressif Inc.
B4:FB:E4,Ubiquiti Inc
68:72:51,Ubiquiti Inc
E0:9B:27,Ciena Corporation
FC:EC:DA,Ubiquiti Inc
94:2A:6F,Ubiquiti Inc
8C:E0:42,"vivo Mobile Communication Co., Ltd."
40:71:83,Juniper Networks
40:B4:F0,Juniper Networks
38:4F:49,Juniper Networks
58:00:BB,Juniper Networks
D0:07:CA,Juniper Networks
D8:B1:22,Juniper Networks
9C:C8:93,Juniper Networks
58:E4:34,Juniper Networks
B0:EB:7F,Juniper Networks
28:B8:29,Juniper Networks
64:C3:D6,Juniper Networks
C0:BF:A7,Juniper Networks
B0:33:A6,Juniper Networks
20:1B:C9,Juniper Networks
54:1E:56,Juniper Networks
88:A2:5E,Juniper Networks
00:31:46,Juniper Networks
78:FE:3D,Juniper Networks
64:87:88,Juniper Networks
AC:4B:C8,Juniper Networks
3C:94:D5,Juniper Networks
50:C7:09,Juniper Networks
00:C5:2C,Juniper Networks
B4:8A:5F,Juniper Networks
E0:F6:2D,Juniper Networks
EC:7C:5C,Juniper Networks
DC:38:E1,Juniper Networks
CC:E1:7F,Juniper Networks
80:7F:F8,Juniper Networks
54:B7:BD,Arcadyan Corporation
BC:73:A4,Anda Telecom Pvt Ltd
14:F5:F9,Hunan Fn-Link Technology Limited
AC:17:54,tiko Energy Solutions AG
AC:E0:D6,koreabts
FC:57:03,"Hisense broadband multimedia technology Co.,Ltd"
E8:97:B8,"Chiun Mai Communication System, Inc"
94:F5:24,Chengdu BeiZhongWangXin Technology Co.Ltd
60:FA:B1,Kempower Oyj
A4:C2:3E,"Huizhou Speed Wireless Technology Co.,Ltd"
00:50:C4,Imd
00:1A:A6,Elbit Systems Deutschland GmbH & Co. KG
7C:45:F9,IEEE Registration Authority
C0:EA:C3,IEEE Registration Authority
FC:A0:F3,"Huawei Technologies Co.,Ltd"
04:A8:1C,"Huawei Technologies Co.,Ltd"
30:40:74,zte corporation
10:CF:0F,"Apple, Inc."
D8:63:8C,"Shenzhen Dttek Technology Co., Ltd."
1C:76:F2,"Samsung Electronics Co.,Ltd"
00:92:A5,LG Innotek
A0:10:77,zte corporation
7C:7A:3C,"New H3C Technologies Co., Ltd"
48:31:77,"Nintendo Co.,Ltd"
14:0F:A6,Renesas Electronics (Penang) Sdn. Bhd.
14:84:73,"Cisco Systems, Inc"
1C:CA:41,Ao
34:7D:E4,Shenzhen Bilian Electronic Co.，Ltd
CC:CF:83,Cig Shanghai Co Ltd
B4:63:6F,Nokia Solutions and Networks GmbH & Co. KG
24:D3:37,Xiaomi Communications Co Ltd
90:31:4B,AltoBeam Inc.
20:5F:3D,Adtran Inc
3C:3B:4D,"Toyo Seisakusho Kaisha, Limited"
3C:BC:D0,zte corporation
D0:A9:D3,EM Microelectronic
14:DD:02,"Liangang Optoelectronic Technology CO., Ltd."
60:C7:27,Digiboard Eletronica da Amazonia Ltda
64:6E:60,zte corporation
4C:42:1E,"Cisco Systems, Inc"
64:B2:B4,"Fiberhome Telecommunication Technologies Co.,LTD"
48:31:DB,"Huawei Device Co., Ltd."
04:F7:78,Sony Interactive Entertainment Inc.
58:70:7F,Ericsson AB
D0:39:FA,"Samsung Electronics Co.,Ltd"
B4:0B:1D,"Samsung Electronics Co.,Ltd"
AC:80:FB,"Samsung Electronics Co.,Ltd"
14:7F:0F,Texas Instruments
44:4A:D6,"Shenzhen Rinocloud Technology Co.,Ltd."
18:9E:AD,"Shenzhen Chengqian Information Technology Co., Ltd"
94:DD:F8,"Brother Industries, LTD."
84:B3:86,IEEE Registration Authority
40:8E:F6,Infinix mobility limited
E0:2D:F0,"Alpsalpine Co,.Ltd"
A4:5D:5E,Wilk Elektronik S.A.
FC:31:5D,"Apple, Inc."
74:A6:CD,"Apple, Inc."
2C:7C:F2,"Apple, Inc."
30:D7:A1,"Apple, Inc."
88:74:77,"Huawei Technologies Co.,Ltd"
A8:72:7E,WISDRI (wuhan) Automation Company Limited
DC:D2:FD,"Huawei Technologies Co.,Ltd"
58:73:D1,"Huawei Technologies Co.,Ltd"
4C:B0:87,"Huawei Technologies Co.,Ltd"
88:B4:BE,"Huawei Technologies Co.,Ltd"
94:7B:AE,Xiaomi Communications Co Ltd
00:C2:8F,Allied Telesis K.K.
F4:2D:06,zte corporation
1C:67:4A,zte corporation
7C:57:58,HP Inc.
C8:29:C8,Palo Alto Networks
B4:E2:65,"Shenzhen SDMC Technology CO.,Ltd."
E0:38:2D,IEEE Registration Authority
98:BF:F4,"MARKIN co., Ltd."
78:60:5B,"Tp-Link Technologies Co.,Ltd."
04:F9:F8,"Tp-Link Technologies Co.,Ltd."
38:47:F2,Recogni Inc
D8:AD:49,"Honor Device Co., Ltd."
38:F8:F6,Adtran Inc
B4:84:D5,"GooWi Wireless Technology Co., Limited"
C4:53:79,Micronview Limited Liability Company
68:FC:B6,"Guangdong Oppo Mobile Telecommunications Corp.,Ltd"
D8:31:2C,zte corporation
04:9F:15,Humane
38:38:A6,Arista Networks
50:23:6D,"Nintendo Co.,Ltd"
A0:39:75,Leo Bodnar Electronics Ltd
F4:27:56,DASAN Newtork Solutions
E0:A1:CE,zte corporation
24:A6:FA,"Weifang Goertek Electronics Co.,Ltd"
74:93:DA,Askey Computer Corp
C8:4A:A0,Sony Interactive Entertainment Inc.
4C:96:8A,"Wacom Co.,Ltd."
EC:83:B7,Puwell Cloud Tech Limited
0C:64:22,"Beijing Wiseasy Technology Co.,Ltd."
C8:F2:B4,"Guizhou Huaxin Information Technology Co., Ltd."
2C:75:CB,"Novitec Co., Ltd."
9C:55:8F,"Lockin Technology(Beijing) Co.,Ltd."
E8:26:8D,"Shenzhen SuperElectron Technology Co.,Ltd."
6C:91:06,Katena Computing Technologies
6C:70:CB,"Samsung Electronics Co.,Ltd"
90:7B:C6,Texas Instruments
90:48:46,Texas Instruments
C4:79:05,"Zhejiang Uniview Technologies Co.,Ltd."
D4:DA:21,"Beijing Xiaomi Mobile Software Co., Ltd"
20:1A:94,"Apple, Inc."
B0:E5:EF,"Apple, Inc."
28:8F:F6,"Apple, Inc."
10:BB:F3,Hunan Fn-Link Technology Limited
D0:4E:99,"Huawei Technologies Co.,Ltd"
20:A7:66,"Huawei Technologies Co.,Ltd"
3C:05:8E,"Huawei Technologies Co.,Ltd"
A4:11:BB,"Cisco Systems, Inc"
50:49:21,"Cisco Systems, Inc"
44:B7:D0,Microchip Technology Inc.
E8:8F:6F,TCT mobile ltd
84:FC:E6,Espressif Inc.
58:B9:65,"Apple, Inc."
74:31:74,"Apple, Inc."
F0:C7:25,"Apple, Inc."
78:4F:24,Taicang T&W Electronics
7C:66:9A,"Huawei Technologies Co.,Ltd"
CC:1E:97,"Huawei Technologies Co.,Ltd"
B4:E4:6B,China Mobile IOT Company Limited
CC:CC:77,Zaram Technology. Inc.
EC:DA:3B,Espressif Inc.
68:13:E2,Eltex Enterprise LTD
64:44:D5,TD Tech
F8:AA:B3,"DESSMANN (China) Machinery & Electronic Co., Ltd"
9C:54:67,Nokia
B4:61:42,"Huawei Technologies Co.,Ltd"
BC:B9:23,Alta Networks
8C:84:42,"Cisco Systems, Inc"
84:F1:17,Newseason
3C:06:64,"Beijing Leagrid Technology Co.,Ltd."
BC:52:74,"Samsung Electronics Co.,Ltd"
BC:45:8C,"Shenzhen Topwise Communication Co.,Ltd"
94:78:06,"Ningbo Sunvot Technology Co.,Ltd"
98:CC:E4,"Shenzhen Mindray Animal Medical Technology Co.,LTD"
90:09:DF,Intel Corporate
E4:0D:36,Intel Corporate
14:9F:43,Cisco Meraki
64:DB:38,zte corporation
2C:08:B4,"Huawei Device Co., Ltd."
50:07:C3,Amazon Technologies Inc.
C8:EF:BC,"Inspur Communication Technology Co.,Ltd."
84:8D:CE,Ciena Corporation
E4:66:AB,zte corporation
A0:95:7F,Sernet (Suzhou) Technologies Corporation
64:13:5A,Itectra A/S
54:E1:B6,Renesas Electronics (Penang) Sdn. Bhd.
CC:77:C9,"Fiberhome Telecommunication Technologies Co.,LTD"
2C:57:2C,"Allwinner Technology Co., Ltd"
EC:DF:C9,"Hangzhou Microimage Software Co., Ltd"
3C:E4:41,Amazon Technologies Inc.
44:42:01,Amazon Technologies Inc.
E4:6D:7F,Ciena Corporation
80:27:6C,"Cisco Systems, Inc"
6C:4E:F6,"Cisco Systems, Inc"
5C:27:63,Itibia Technologies
40:C1:F6,"Shenzhen Jingxun Technology Co., Ltd."
FC:22:D3,Fdsys
B4:04:21,zte corporation
E8:43:68,zte corporation
4C:5C:DF,Itel Mobile Limited
C0:2E:26,"iRhythm Technologies, Inc."
50:48:77,"Honor Device Co., Ltd."
F8:5C:7E,"Shenzhen Honesty Electronics Co.,Ltd."
F8:24:E4,"Beyonics Technology Electronic (Changshu) Co., Ltd"
1C:B8:BA,"Xiamen Leelen Technology Co., Ltd"
6C:7E:67,"Apple, Inc."
A4:C6:F0,"Apple, Inc."
A8:8F:D9,"Apple, Inc."
08:95:42,"Apple, Inc."
E4:9C:67,"Apple, Inc."
64:E2:20,Qisda Corporation
F0:CC:E0,"Shenzhen All-Smartlink Technology Co.,Ltd."
44:E2:F1,"NewRadio Technologies Co. , Ltd."
00:23:4B,Inyuan Technology Inc.
00:17:6E,Ducati Sistemi
1C:6A:76,"Apple, Inc."
30:C6:D7,"New H3C Technologies Co., Ltd"
D4:F2:42,"Huawei Device Co., Ltd."
00:30:AF,Honeywell GmbH
E8:86:CF,Nokia
B0:78:39,"GD Midea Air-Conditioning Equipment Co.,Ltd."
D8:54:82,"Oxit, LLC"
C4:EF:DA,Honeywell
D8:F5:07,"Fiberhome Telecommunication Technologies Co.,LTD"
F4:1C:71,"Shenzhen Sanmu Communication Technology Co., Ltd"
70:11:0E,zte corporation
98:81:8A,"Huawei Device Co., Ltd."
A8:AA:7C,"Huawei Device Co., Ltd."
B4:C2:F7,"Huawei Device Co., Ltd."
D4:AD:20,Jinan USR IOT Technology Limited
1C:FC:17,"Cisco Systems, Inc"
E0:5A:1B,Espressif Inc.
48:8A:E8,"vivo Mobile Communication Co., Ltd."
F4:05:95,Sagemcom Broadband SAS
10:AE:60,Amazon Technologies Inc.
BC:10:7B,"Samsung Electronics Co.,Ltd"
88:12:AC,Hunan Fn-Link Technology Limited
EC:74:D7,Grandstream Networks Inc
28:01:1C,zte corporation
30:63:71,Shenzhenshi Xinzhongxin Technology Co.Ltd
98:A2:C0,"Cisco Systems, Inc"
00:41:0E,Cloud Network Technology Singapore Pte. Ltd.
FC:61:79,IEEE Registration Authority
1C:32:83,"COMTTI Intelligent Technology(Shenzhen) Co., Ltd."
C8:84:8C,Ruckus Wireless
F4:93:1C,"Universal Electronics, Inc."
08:B6:1F,Espressif Inc.
CC:BA:6F,"Huawei Technologies Co.,Ltd"
78:5C:5E,"Huawei Technologies Co.,Ltd"
3C:4E:56,"Shenzhen Chuangwei-Rgb Electronics Co.,Ltd"
A0:8C:F2,"Yinuolink Co.,Ltd"
5C:3E:1B,"Apple, Inc."
7C:2A:CA,"Apple, Inc."
28:8E:EC,"Apple, Inc."
74:37:5F,Sercomm Philippines Inc
C8:2A:F1,TCT mobile ltd
3C:E9:0E,Espressif Inc.
A8:42:E3,Espressif Inc.
D4:9B:74,Kinetic Technologies
48:0E:EC,"Tp-Link Technologies Co.,Ltd."
50:F2:61,Photon Sail Technologies
94:4E:5B,"Ubee Interactive Co., Limited"
B4:BA:9D,Sky Uk Limited
40:F8:DF,Canon Inc.
0C:7F:ED,IEEE Registration Authority
50:3E:AA,"Tp-Link Technologies Co.,Ltd."
3C:FE:AC,"Cisco Systems, Inc"
04:A7:41,"Cisco Systems, Inc"
A8:DE:68,"Beijing Wide Technology Co.,Ltd"
F4:3B:D8,Intel Corporate
A0:88:9D,"Huawei Device Co., Ltd."
6C:30:2A,Texas Instruments
74:46:B3,Texas Instruments
F4:6A:DD,Liteon Technology Corporation
18:E9:1D,"Huawei Technologies Co.,Ltd"
18:B1:85,"Qiao Information Technology (Zhengzhou) Co., Ltd."
7C:0C:92,"Suzhou Mobydata Smart System Co.,Ltd."
30:3F:5D,Pt Han Sung Electoronics Indonesia
3C:69:D1,ADC Automotive Distance Control System GmbH
B0:FB:DD,"Shenzhen SuperElectron Technology Co.,Ltd."
E0:9C:8D,"Seakeeper, Inc."
30:7F:10,"Guangdong Oppo Mobile Telecommunications Corp.,Ltd"
A4:90:CE,"vivo Mobile Communication Co., Ltd."
48:70:6F,"Huawei Technologies Co.,Ltd"
04:BA:D6,D-Link Corporation
98:D7:42,"Samsung Electronics Co.,Ltd"
54:A9:C8,Home Control Singapore Pte Ltd
A0:B7:65,Espressif Inc.
CC:DB:A7,Espressif Inc.
C8:6C:20,"Sichuan Tianyi Comheart Telecom Co.,LTD"
34:AC:11,"China Mobile Group Device Co.,Ltd."
44:32:C2,"GOAL Co., Ltd."
70:66:2A,Sony Interactive Entertainment Inc.
DC:71:DD,AX Technologies
20:64:DE,"Sunitec Enterprise Co.,Ltd"
A4:0F:98,"Guangdong Oppo Mobile Telecommunications Corp.,Ltd"
74:B7:25,"Huawei Device Co., Ltd."
40:8E:DF,"Huawei Device Co., Ltd."
D8:80:DC,"Huawei Device Co., Ltd."
E8:B3:EF,"Fiberhome Telecommunication Technologies Co.,LTD"
5C:FB:3A,"Chongqing Fugui Electronics Co.,Ltd."
D0:4E:50,"Mobiwire Mobiles (NingBo) Co., LTD"
E8:F7:91,Xiaomi Communications Co Ltd
84:93:B2,zte corporation
B4:9F:4D,"Fiberhome Telecommunication Technologies Co.,LTD"
60:E9:AA,Cloud Network Technology Singapore Pte. Ltd.
24:0F:5E,"Shenzhen z-router Technology Co., Ltd"
00:0C:06,Nixvue Systems Pte Ltd
18:FD:74,Routerboard.com
6C:97:6D,"Motorola Mobility LLC, a Lenovo Company"
64:11:A4,"Motorola Mobility LLC, a Lenovo Company"
18:86:3A,Digital Art System
C8:D6:B7,Solidigm Technology
F0:87:7F,"Magnetar Technology Shenzhen Co., LTD."
00:0E:DB,XiNCOM Corp.
40:D9:5A,"AMPAK Technology,Inc."
4C:D0:DD,"Huawei Technologies Co.,Ltd"
78:66:9D,"Hui Zhou Gaoshengda Technology Co.,LTD"
48:46:8D,Zepcam B.V.
90:49:92,"YSTen Technology Co.,Ltd"
3C:CE:0D,"Shenzhen juduoping Technology Co.,Ltd"
D0:49:7C,"OnePlus Technology (Shenzhen) Co., Ltd"
74:D4:DD,Quanta Computer Inc.
E4:90:2A,"Huawei Technologies Co.,Ltd"
90:5E:44,"Huawei Technologies Co.,Ltd"
10:F0:68,Ruckus Wireless
AC:29:29,Infinix mobility limited
7C:E1:52,The Goodyear Tire & Rubber Company
78:20:BD,Polysense (Beijing) Technologies Co. Ltd
68:CE:4E,L-3 Communications Infrared Products
00:E5:F1,Buffalo.Inc
34:EE:2A,ConMet
F0:4D:D4,Sagemcom Broadband SAS
68:4E:05,Hunan Fn-Link Technology Limited
04:99:BB,"Apple, Inc."
EC:21:25,Toshiba Corp.
5C:1B:F4,"Apple, Inc."
A8:51:AB,"Apple, Inc."
50:39:2F,Ingram Micro Services
FC:84:17,"Honor Device Co., Ltd."
2C:A7:9E,"Huawei Technologies Co.,Ltd"
10:24:07,"Huawei Technologies Co.,Ltd"
74:D9:EB,"Petabit Scale, Inc."
28:CD:C1,Raspberry Pi Trading Ltd
C4:DE:E2,Espressif Inc.
68:B6:B3,Espressif Inc.
FC:A0:5A,"Oray.com co., LTD."
90:48:6C,Ring LLC
30:04:5C,"Shenzhen SuperElectron Technology Co.,Ltd."
90:79:CF,zte corporation
8C:1E:80,"Cisco Systems, Inc"
A4:F9:33,Intel Corporate
10:F6:0A,Intel Corporate
70:D8:23,Intel Corporate
3C:46:45,"Shanghai Infinity Wireless Technologies Co.,Ltd."
88:8F:A4,"Huawei Device Co., Ltd."
50:68:AC,"Huawei Device Co., Ltd."
AC:B5:66,Renesas Electronics (Penang) Sdn. Bhd.
38:1F:26,IEEE Registration Authority
30:43:D7,IEEE Registration Authority
B4:A7:C6,Servercom (India) Private Limited
80:C3:BA,Sonova Consumer Hearing GmbH
48:7E:48,Earda Technologies co Ltd
E8:4D:EC,Xerox Corporation
A4:1E:E1,Taicang T&W Electronics
E8:FB:1C,AzureWave Technology Inc.
54:78:C9,"AMPAK Technology,Inc."
28:6B:35,Intel Corporate
40:35:E6,"Samsung Electronics Co.,Ltd"
D0:A4:6F,China Dragon Technology Limited
2C:60:CD,"Nr Electric Co., Ltd"
00:60:E2,Quest Engineering & Development
C4:DF:39,"Realme Chongqing Mobile Telecommunications Corp.,Ltd."
CC:60:C8,Microsoft Corporation
FC:10:1A,Palo Alto Networks
6C:AE:E3,Nokia
0C:AC:8A,Sagemcom Broadband SAS
80:97:33,"Shenzhen Elebao Technology Co., Ltd"
00:40:5F,Afe Computers Ltd.
00:EB:D8,"Mercusys Technologies Co., Ltd."
74:04:F1,Intel Corporate
00:A2:65,M2Motive Technology Inc.
F4:6D:2F,"Tp-Link Technologies Co.,Ltd."
10:54:D2,IEEE Registration Authority
B8:5D:C3,"Huawei Technologies Co.,Ltd"
B4:3A:E2,"Huawei Technologies Co.,Ltd"
F0:C8:B5,"Huawei Technologies Co.,Ltd"
D8:36:5F,Intelbras
DC:FE:23,"Murata Manufacturing Co., Ltd."
34:73:79,"xFusion Digital Technologies Co., Limited"
D8:3D:CC,"shenzhen UDD Technologies,co.,Ltd"
AC:80:AE,"Fiberhome Telecommunication Technologies Co.,LTD"
BC:60:6B,"Shanghai Baud Data Communication Co.,Ltd."
04:17:B6,Smart Innovation LLC
CC:5C:61,"Huawei Device Co., Ltd."
1C:F4:2B,"Huawei Device Co., Ltd."
6C:51:BF,"Huawei Device Co., Ltd."
6C:8D:77,"Cisco Systems, Inc"
74:11:B2,"Cisco Systems, Inc"
04:E6:9E,"Zhongguancun Xinhaizeyou Technology Co.,Ltd"
00:19:8E,Demant A/S
60:FB:00,Shenzhen Bilian Electronic Co.，Ltd
D0:92:00,FiRa Consortium
E8:93:F3,Graphiant Inc
7C:C1:80,"Apple, Inc."
28:02:44,"Apple, Inc."
E8:5F:02,"Apple, Inc."
BC:DF:58,"Google, Inc."
2C:30:1A,Technicolor CH USA Inc for Telus
C8:14:B4,"Sichuan Tianyi Comheart Telecom Co.,LTD"
C0:49:EF,Espressif Inc.
E4:2B:79,Nokia
EC:E7:A7,Intel Corporate
94:B5:55,Espressif Inc.
74:F2:FA,Xiaomi Communications Co Ltd
5C:84:3C,Sony Interactive Entertainment Inc.
E8:AE:C5,Arista Networks
40:17:F6,"Tkh Security,S.L.U."
3C:E9:F7,Intel Corporate
18:5E:0B,zte corporation
D0:BB:61,zte corporation
60:A6:C5,"Huawei Technologies Co.,Ltd"
20:8C:86,"Huawei Technologies Co.,Ltd"
F0:A9:51,"Huawei Technologies Co.,Ltd"
00:40:58,Ukg
F4:CE:23,Intel Corporate
A8:4F:B1,"Cisco Systems, Inc"
54:AC:FC,LIZN ApS
4C:72:74,Shenzhenshi Xinzhongxin Technology Co.Ltd
A4:39:B3,"Beijing Xiaomi Mobile Software Co., Ltd"
6C:FF:CE,Sagemcom Broadband SAS
C8:99:B2,Arcadyan Corporation
AC:73:52,"Guangdong Oppo Mobile Telecommunications Corp.,Ltd"
50:C2:75,GN Audio A/S
C8:72:7E,Nokia
0C:B8:15,Espressif Inc.
64:25:EC,guangdong kesheng zhixun technology
00:E0:CD,Saab Sensis Corporation
80:0C:F9,Amazon Technologies Inc.
A0:92:08,Tuya Smart Inc.
F4:B8:98,Texas Instruments
B0:D2:78,Texas Instruments
00:24:B6,Seagate Technology
64:D6:9A,Intel Corporate
E0:A2:5A,"Shanghai Mo xiang Network Technology CO.,ltd"
E4:84:D3,Xiaomi Communications Co Ltd
04:10:6B,Xiaomi Communications Co Ltd
04:CC:BC,"Huawei Technologies Co.,Ltd"
1C:E5:04,"Huawei Technologies Co.,Ltd"
2C:0B:AB,"Huawei Technologies Co.,Ltd"
94:D2:BC,"Huawei Technologies Co.,Ltd"
68:4A:E9,"Samsung Electronics Co.,Ltd"
20:1F:54,"Raisecom Technology CO., LTD"
7C:97:E1,"Huawei Device Co., Ltd."
C8:3E:9E,"Huawei Device Co., Ltd."
E0:D0:45,Intel Corporate
60:DD:70,"Apple, Inc."
98:A5:F9,"Apple, Inc."
EC:A9:07,"Apple, Inc."
34:CE:69,Nokia Solutions and Networks GmbH & Co. KG
94:0D:2D,"Universal Electronics, Inc."
A8:8C:3E,Microsoft Corporation
4C:06:B7,ProDVX Europe B.V.
60:57:47,Cig Shanghai Co Ltd
F8:25:51,Seiko Epson Corporation
74:53:A8,ACL Airshop BV
14:7E:A1,Britania Eletrônicos S.A.
E8:16:56,"Hangzhou BroadLink Technology Co.,Ltd"
14:9E:5D,"JSC ""IB Reform"""
70:B8:F6,Espressif Inc.
BC:47:60,"Samsung Electronics Co.,Ltd"
2C:4D:DE,Tecno Mobile Limited
30:3F:7B,"Shenzhen YOUHUA Technology Co., Ltd"
54:CF:8D,"Huawei Technologies Co.,Ltd"
0C:B7:89,"Honor Device Co., Ltd."
F0:B0:40,Hunan Fn-Link Technology Limited
D4:88:66,"Huawei Technologies Co.,Ltd"
D4:84:57,"GD Midea Air-Conditioning Equipment Co.,Ltd."
FC:02:96,Xiaomi Communications Co Ltd
68:BE:49,Nebula Matrix
94:F8:27,Shanghai Imilab Technology Co.Ltd
D8:CF:BF,"Motorola Mobility LLC, a Lenovo Company"
18:45:B3,IEEE Registration Authority
60:E8:5B,Texas Instruments
C4:48:FA,Taicang T&W Electronics
A8:98:92,"Guangdong Oppo Mobile Telecommunications Corp.,Ltd"
E0:72:0A,"Shenzhen SuperElectron Technology Co.,Ltd."
24:D9:04,"Sichuan Changhong Network Technologies Co., Ltd."
48:3E:5E,Sernet (Suzhou) Technologies Corporation
50:EB:F6,ASUSTek COMPUTER INC.
60:FF:12,"Samsung Electronics Co.,Ltd"
24:C6:13,"Samsung Electronics Co.,Ltd"
94:E1:29,"Samsung Electronics Co.,Ltd"
28:04:C6,Wanan Hongsheng Electronic Co.Ltd
C4:4F:96,Alps Alpine
68:58:11,"Fiberhome Telecommunication Technologies Co.,LTD"
B4:BA:02,Agatel Ltd
D4:79:54,"Huawei Device Co., Ltd."
C8:39:AC,"Huawei Device Co., Ltd."
14:55:94,"Huawei Device Co., Ltd."
08:C0:6C,"Huawei Device Co., Ltd."
3C:45:7A,Sky Uk Limited
90:27:59,"Nanjing Jiahao Technology Co., Ltd."
84:BA:20,Silicon Laboratories
00:3C:84,Silicon Laboratories
28:1D:21,"In One Smart Technology(H,K,)Limited"
74:E3:36,"Fujian Star-Net Communication Co.,Ltd"
C4:34:5B,"Huawei Technologies Co.,Ltd"
B0:73:9C,Amazon Technologies Inc.
3C:21:9C,Intel Corporate
DC:62:94,"Guangzhou Lango Electronics Technology Co.,Ltd."
18:59:F5,"Cisco Systems, Inc"
70:32:17,Intel Corporate
38:94:61,Renesas Electronics (Penang) Sdn. Bhd.
48:55:19,Espressif Inc.
5C:46:B0,SIMCom Wireless Solutions Limited
C0:2C:5C,"Apple, Inc."
EC:42:69,HMD Global Oy
D4:57:63,"Apple, Inc."
48:B9:C2,Teletics Inc.
90:F3:B8,"China Mobile Group Device Co.,Ltd."
38:56:3D,Microsoft Corporation
28:93:7D,"Sichuan Tianyi Comheart Telecom Co.,LTD"
1C:73:E2,"Huawei Technologies Co.,Ltd"
8C:83:E8,"Huawei Technologies Co.,Ltd"
34:A5:B4,Navtech Pte Ltd
E8:9F:6D,Espressif Inc.
F8:29:C0,"Availink, Inc."
24:B7:2A,China Dragon Technology Limited
F8:FC:E1,Amazon Technologies Inc.
64:57:E5,"Beijing Royaltech Co.,Ltd"
FC:9B:D4,EdgeQ
14:57:90,"Qingdao Haier Technology Co.,Ltd"
40:5F:7D,TCT mobile ltd
98:6E:E8,IEEE Registration Authority
D4:C3:B0,Gearlinx Pty Ltd
E0:70:EA,HP Inc.
08:B4:9D,Tecno Mobile Limited
04:D9:21,Occuspace
4C:03:4F,Intel Corporate
94:29:57,"Airpo Networks Technology Co.,Ltd."
98:77:CB,Vorteks ED
C4:36:C0,Buffalo.Inc
B8:8A:72,Renesas Electronics (Penang) Sdn. Bhd.
88:D8:2E,Intel Corporate
50:54:7B,"Nanjing Qinheng Microelectronics Co., Ltd."
4C:EA:AE,"Guangdong Oppo Mobile Telecommunications Corp.,Ltd"
D4:1A:D1,Zyxel Communications Corporation
B8:45:F4,"New H3C Technologies Co., Ltd"
EC:01:D5,"Cisco Systems, Inc"
2C:53:D7,Sonova AG
E8:97:9A,"Quectel Wireless Solutions Co.,Ltd."
18:F2:2C,"Tp-Link Technologies Co.,Ltd."
98:97:CC,"Tp-Link Technologies Co.,Ltd."
18:0E:AC,"Shenzhen Fast Technologies Co.,Ltd"
14:49:20,"Huawei Technologies Co.,Ltd"
DC:A7:82,"Huawei Technologies Co.,Ltd"
04:51:70,"Zhongshan K-mate General Electronics Co.,Ltd"
38:45:54,Harman/Becker Automotive Systems GmbH
3C:E4:B0,Texas Instruments
E8:01:15,"COOCAA Network Technology CO.,TD."
8C:EA:12,"Shenzhen MiaoMing Intelligent Technology Co.,Ltd"
C8:BD:4D,"Samsung Electronics Co.,Ltd"
88:81:B9,"Huawei Device Co., Ltd."
3C:38:F4,Sony Corporation
0C:C4:13,"Google, Inc."
74:63:C2,"Huawei Device Co., Ltd."
D4:8F:A2,"Huawei Device Co., Ltd."
2C:15:BF,"Samsung Electronics Co.,Ltd"
2C:B0:FD,"Shenzhen MiaoMing Intelligent Technology Co.,Ltd"
C4:FB:C8,"Shenzhen Candour Co., Ltd."
2C:E0:32,"TCL King Electrical Appliances(Huizhou)Co.,Ltd"
A0:D2:B1,Amazon Technologies Inc.
80:6D:71,Amazon Technologies Inc.
88:AC:9E,"Shenzhen YOUHUA Technology Co., Ltd"
9C:36:F8,Hyundai Kefico
E0:B7:2E,"ShenZhen Qualmesh Technology Co.,Ltd."
08:16:05,Vodafone Italia S.p.A.
1C:53:F9,"Google, Inc."
04:42:1A,ASUSTek COMPUTER INC.
20:7C:14,Qotom
B8:59:CE,Earda Technologies co Ltd
10:00:20,"Apple, Inc."
